476, 400, 1.49748545s
476, 401, 1.497273519s
476, 402, 1.605780003s
476, 403, 1.660359406s
476, 404, 1.89996078s
476, 405, 2.913546543s
476, 406, 3.471634924s
476, 407, 3.815244184s
476, 408, 3.987097338s
476, 409, 4.233939868s
476, 410, 4.29166716s
476, 411, 4.319752123s
476, 412, 4.325478143s
476, 413, 4.329070418s
476, 414, 4.333228577s
476, 415, 4.355908585s
476, 416, 4.366163171s
476, 417, 4.364926069s
476, 418, 4.376260267s
476, 419, 4.379526024s
476, 420, 4.391623764s
476, 421, 4.392039993s
476, 422, 4.396147629s
476, 423, 4.396827048s
476, 424, 4.400401699s
476, 425, 4.401693348s
476, 426, 4.404449199s
476, 427, 4.405693142s
476, 428, 4.41191191s
476, 429, 4.416196795s
476, 430, 4.421492157s
476, 431, 4.425083014s
476, 432, 4.425361985s
476, 433, 4.436989308s
476, 434, 4.437646094s
476, 435, 4.439645217s
476, 436, 4.453186766s
476, 437, 4.459591715s
476, 438, 4.464785734s
476, 439, 4.479027927s
476, 440, 4.480300861s
476, 441, 4.486921024s
476, 442, 4.490078427s
476, 443, 4.49357667s
476, 444, 4.525062646s
476, 445, 4.525320204s
476, 446, 4.533258696s
476, 447, 4.533231266s
476, 448, 4.53463727s
476, 449, 4.535255775s
476, 450, 4.539026097s
476, 451, 4.539923282s
476, 452, 4.547201798s
476, 453, 4.563540144s
476, 454, 4.564599253s
476, 455, 4.565943837s
476, 456, 4.565568361s
476, 457, 4.56783277s
476, 458, 4.568780781s
476, 459, 4.588652894s
476, 460, 4.601085299s
476, 461, 4.640843909s
476, 462, 4.685936719s
476, 463, 4.688709959s
476, 464, 4.68875018s
476, 465, 4.700432015s
476, 466, 4.712596395s
476, 467, 4.711687442s
476, 468, 4.718125712s
476, 469, 4.718660815s
476, 470, 4.737684322s
476, 471, 4.755656402s
476, 472, 4.755906126s
476, 473, 4.756560827s
476, 474, 4.777064337s
476, 475, 4.778616084s
476, 476, 4.790751154s
