275, 250, 1.522580752s
275, 251, 1.542693155s
275, 252, 1.654449601s
275, 253, 1.702425563s
275, 254, 1.96212574s
275, 255, 1.960865182s
275, 256, 2.334267558s
275, 257, 2.355167879s
275, 258, 2.36179551s
275, 259, 2.370409839s
275, 260, 2.373540118s
275, 261, 2.373327652s
275, 262, 2.373693051s
275, 263, 2.376167725s
275, 264, 2.378259918s
275, 265, 2.391284589s
275, 266, 2.396980674s
275, 267, 2.398356466s
275, 268, 2.401867286s
275, 269, 2.405621549s
275, 270, 2.41191192s
275, 271, 2.412572875s
275, 272, 2.436244756s
275, 273, 2.447935881s
275, 274, 2.47208098s
275, 275, 2.502409617s
