200, 150, 1.520109083s
200, 151, 1.571637393s
200, 152, 1.713583298s
200, 153, 1.715129985s
200, 154, 2.620299319s
200, 155, 2.773211556s
200, 156, 2.819874489s
200, 157, 2.931179356s
200, 158, 2.944200092s
200, 159, 3.088843432s
200, 160, 3.14727921s
200, 161, 3.151683963s
200, 162, 3.157855727s
200, 163, 3.173850114s
200, 164, 3.194120233s
200, 165, 3.205568231s
200, 166, 3.218298897s
200, 167, 3.22421923s
200, 168, 3.225949445s
200, 169, 3.22620976s
200, 170, 3.230236494s
200, 171, 3.239596586s
200, 172, 3.245288265s
200, 173, 3.262410851s
200, 174, 3.261109998s
200, 175, 3.261624347s
200, 176, 3.287674689s
200, 177, 3.286590901s
200, 178, 3.297295552s
200, 179, 3.331873574s
200, 180, 3.348483528s
200, 181, 3.359514586s
200, 182, 3.386831104s
200, 183, 3.397867607s
200, 184, 3.405089667s
200, 185, 3.407575793s
200, 186, 3.433954762s
200, 187, 3.444549253s
200, 188, 3.451890304s
200, 189, 3.463184909s
200, 190, 3.463618999s
200, 191, 3.471785188s
200, 192, 3.476840384s
200, 193, 3.480471831s
200, 194, 3.48098105s
200, 195, 3.484025385s
200, 196, 3.488779387s
200, 197, 3.512392102s
200, 198, 3.524033572s
200, 199, 3.525152992s
200, 200, 4.840718997s
