795, 770, 1.417407035s
795, 771, 1.439333373s
795, 772, 1.507625188s
795, 773, 1.522538923s
795, 774, 1.834976128s
795, 775, 2.257306514s
795, 776, 2.276961131s
795, 777, 2.281308592s
795, 778, 2.286609548s
795, 779, 2.294437062s
795, 780, 2.301943829s
795, 781, 2.309082334s
795, 782, 2.3105881s
795, 783, 2.311328332s
795, 784, 2.319074115s
795, 785, 2.325209913s
795, 786, 2.326513423s
795, 787, 2.345776705s
795, 788, 2.352314472s
795, 789, 2.350936258s
795, 790, 2.3518354s
795, 791, 2.351580702s
795, 792, 2.350735865s
795, 793, 2.358185266s
795, 794, 2.362449783s
795, 795, 2.408829166s
