mounted, id, time
1000, 25, 276
1000, 9, 327
1000, 3, 348
1000, 38, 427
1000, 121, 432
1000, 11, 499
1000, 53, 474
1000, 13, 497
1000, 12, 491
1000, 6, 539
1000, 15, 586
1000, 21, 674
1000, 28, 684
1000, 1, 723
1000, 117, 683
1000, 62, 724
1000, 20, 738
1000, 82, 736
1000, 14, 783
1000, 10, 780
1000, 93, 739
1000, 4, 795
1000, 238, 611
1000, 16, 832
1000, 5, 850
1000, 8, 856
1000, 24, 886
1000, 278, 690
1000, 230, 781
1000, 75, 856
1000, 2, 934
1000, 52, 936
1000, 43, 911
1000, 19, 959
1000, 7, 981
1000, 316, 788
1000, 150, 947
1000, 36, 1066
1000, 120, 1051
1000, 29, 1120
1000, 59, 1122
1000, 18, 1141
1000, 112, 1094
1000, 70, 1132
1000, 23, 1048
1000, 71, 1022
1000, 175, 1101
1000, 50, 1192
1000, 170, 1113
1000, 342, 932
1000, 186, 1095
1000, 212, 1145
1000, 344, 952
1000, 17, 1266
1000, 332, 1127
1000, 247, 1235
1000, 106, 1323
1000, 32, 1357
1000, 45, 1348
1000, 138, 1274
1000, 269, 1222
1000, 165, 1338
1000, 155, 1312
1000, 87, 1416
1000, 256, 1317
1000, 355, 1208
1000, 258, 1308
1000, 257, 1272
1000, 263, 1273
1000, 167, 1386
1000, 123, 1436
1000, 72, 1465
1000, 246, 1398
1000, 67, 1449
1000, 81, 1422
1000, 281, 1188
1000, 95, 1508
1000, 356, 1308
1000, 223, 1455
1000, 279, 1325
1000, 338, 1251
1000, 201, 1509
1000, 191, 1458
1000, 376, 1178
1000, 136, 1511
1000, 102, 1550
1000, 61, 1555
1000, 369, 1191
1000, 343, 1316
1000, 160, 1395
1000, 300, 1399
1000, 255, 1539
1000, 367, 1271
1000, 69, 1559
1000, 271, 1555
1000, 168, 1630
1000, 42, 1680
1000, 331, 1221
1000, 233, 1627
1000, 154, 1707
1000, 56, 1834
1000, 113, 1797
1000, 127, 1807
1000, 245, 1753
1000, 294, 1373
1000, 384, 1302
1000, 240, 1802
1000, 172, 1926
1000, 296, 1794
1000, 306, 1709
1000, 232, 1924
1000, 91, 2022
1000, 179, 1960
1000, 63, 1989
1000, 77, 2040
1000, 383, 1482
1000, 227, 2001
1000, 276, 1693
1000, 134, 2047
1000, 295, 1826
1000, 360, 1834
1000, 391, 1376
1000, 222, 2079
1000, 318, 1627
1000, 287, 1992
1000, 109, 2141
1000, 288, 1952
1000, 283, 1827
1000, 35, 2106
1000, 114, 2165
1000, 118, 2229
1000, 86, 2221
1000, 385, 1790
1000, 126, 2282
1000, 98, 2315
1000, 301, 2196
1000, 365, 2024
1000, 171, 2347
1000, 398, 1917
1000, 353, 2283
1000, 108, 2615
1000, 262, 2646
1000, 157, 2691
1000, 92, 2770
1000, 185, 2716
1000, 322, 2537
1000, 352, 2518
1000, 289, 2612
1000, 30, 2952
1000, 202, 2896
1000, 195, 2817
1000, 320, 2630
1000, 387, 2466
1000, 116, 3011
1000, 362, 2714
1000, 85, 3037
1000, 282, 2777
1000, 99, 3056
1000, 76, 3002
1000, 382, 2573
1000, 285, 2592
1000, 381, 2585
1000, 90, 3110
1000, 66, 3089
1000, 349, 2627
1000, 140, 3069
1000, 48, 3064
1000, 107, 3111
1000, 241, 2992
1000, 244, 3037
1000, 319, 2999
1000, 105, 3185
1000, 183, 3160
1000, 84, 3176
1000, 324, 3013
1000, 208, 3185
1000, 80, 3172
1000, 336, 2740
1000, 270, 2906
1000, 128, 3226
1000, 115, 3263
1000, 197, 3177
1000, 192, 3118
1000, 329, 3033
1000, 237, 3138
1000, 33, 3301
1000, 124, 3302
1000, 182, 3266
1000, 337, 2806
