mounted, id, time
1000, 719, 305682
1000, 409, 26147
1000, 63, 26536
1000, 367, 26406
1000, 501, 26209
1000, 804, 24717
1000, 706, 25793
1000, 272, 26456
1000, 654, 26024
1000, 909, 24485
1000, 89, 26511
1000, 958, 24373
1000, 950, 24362
1000, 429, 26337
1000, 218, 26505
1000, 999, 24390
1000, 460, 26296
1000, 560, 26160
1000, 221, 26485
1000, 109, 26527
1000, 979, 24535
1000, 420, 26378
1000, 737, 24806
1000, 954, 24482
1000, 705, 25932
1000, 389, 26279
1000, 385, 26312
1000, 255, 26488
1000, 203, 26496
1000, 670, 25951
1000, 918, 24510
1000, 977, 24442
1000, 989, 24451
1000, 772, 25236
1000, 688, 25945
1000, 485, 26217
1000, 466, 26277
1000, 335, 26454
1000, 778, 25245
1000, 583, 26227
1000, 234, 306798
1000, 455, 26333
1000, 415, 26393
1000, 720, 25763
1000, 114, 26564
1000, 188, 26547
1000, 663, 25966
1000, 660, 26018
1000, 323, 26491
1000, 96, 26562
1000, 499, 26252
1000, 407, 26202
1000, 581, 26160
1000, 208, 26525
1000, 260, 26518
1000, 317, 26310
1000, 504, 26247
1000, 639, 26131
1000, 119, 26579
1000, 141, 26575
1000, 680, 26019
1000, 634, 26148
1000, 668, 25988
1000, 427, 306474
1000, 438, 26418
1000, 860, 24875
1000, 6, 26689
1000, 895, 24948
1000, 480, 26270
1000, 416, 26526
1000, 523, 26400
1000, 168, 307037
1000, 567, 26345
1000, 354, 26526
1000, 614, 26299
1000, 695, 26136
1000, 524, 26444
1000, 575, 26346
1000, 66, 26776
1000, 521, 26424
1000, 689, 26186
1000, 187, 307134
1000, 446, 26567
1000, 241, 26732
1000, 881, 25092
1000, 841, 24844
1000, 512, 26544
1000, 780, 26050
1000, 60, 26887
1000, 483, 26618
1000, 735, 25262
1000, 728, 26148
1000, 615, 306113
1000, 365, 26799
1000, 751, 26210
1000, 934, 24817
1000, 831, 25028
1000, 846, 25413
1000, 684, 26431
1000, 935, 24913
1000, 937, 24850
1000, 616, 26629
1000, 588, 26645
1000, 603, 306245
1000, 544, 26605
1000, 393, 26862
1000, 603, 26703
1000, 517, 306591
1000, 969, 24985
1000, 783, 25742
1000, 763, 26252
1000, 909, 306131
1000, 380, 307256
1000, 474, 306805
1000, 202, 27053
1000, 708, 26381
1000, 600, 306339
1000, 775, 306190
1000, 243, 27053
1000, 805, 25300
1000, 808, 25310
1000, 776, 25957
1000, 596, 26711
1000, 339, 26983
1000, 352, 26964
1000, 520, 26635
1000, 456, 26905
1000, 896, 25408
1000, 798, 306240
1000, 954, 306114
1000, 531, 26814
1000, 925, 24986
1000, 662, 26512
1000, 424, 26948
1000, 725, 26422
1000, 834, 25268
1000, 318, 27184
1000, 331, 27110
1000, 541, 26931
1000, 370, 27106
1000, 337, 27115
1000, 75, 27260
1000, 798, 25854
1000, 565, 26895
1000, 458, 27056
1000, 423, 307312
1000, 378, 307390
1000, 801, 25416
1000, 699, 306432
1000, 946, 25229
1000, 813, 306384
1000, 76, 27300
1000, 725, 306466
1000, 83, 307663
1000, 625, 306528
1000, 759, 306465
1000, 376, 26947
1000, 494, 26682
1000, 385, 307507
1000, 637, 26871
1000, 532, 306681
1000, 714, 26629
1000, 679, 306544
1000, 905, 306438
1000, 888, 25654
1000, 529, 27059
1000, 893, 25499
1000, 479, 26956
1000, 771, 306473
1000, 307, 27280
1000, 627, 26983
1000, 729, 26655
1000, 42, 27420
1000, 759, 26077
1000, 400, 27272
1000, 27, 27419
1000, 425, 27206
1000, 408, 27238
1000, 490, 27035
1000, 13, 27439
1000, 755, 26617
1000, 863, 25802
1000, 872, 25600
1000, 717, 26605
1000, 852, 25824
1000, 764, 26251
1000, 738, 26652
1000, 891, 25689
1000, 519, 26812
1000, 696, 26821
1000, 791, 25954
1000, 625, 26882
1000, 697, 26819
1000, 930, 25330
1000, 515, 26821
1000, 322, 27364
1000, 334, 27336
1000, 213, 27403
1000, 564, 306802
1000, 366, 307675
1000, 776, 306619
1000, 271, 27503
1000, 781, 26711
1000, 448, 27328
1000, 721, 26724
1000, 673, 306724
1000, 142, 27563
1000, 856, 306679
1000, 882, 25862
1000, 694, 26976
1000, 886, 25837
1000, 624, 306758
1000, 281, 307856
1000, 577, 27192
1000, 687, 26996
1000, 85, 307964
1000, 870, 25871
1000, 621, 306799
1000, 806, 25787
1000, 805, 306696
1000, 517, 27101
1000, 698, 27006
1000, 773, 26448
1000, 355, 27384
1000, 653, 27105
1000, 432, 27405
1000, 427, 27441
1000, 692, 27038
1000, 541, 306946
1000, 440, 27409
1000, 361, 27496
1000, 760, 26296
1000, 467, 27403
1000, 413, 27446
1000, 143, 27593
1000, 777, 26300
1000, 345, 27433
1000, 704, 27021
1000, 858, 26040
1000, 960, 25471
1000, 630, 27198
1000, 234, 27578
1000, 617, 27230
1000, 628, 27213
1000, 913, 25703
1000, 600, 27287
1000, 59, 27652
1000, 525, 27363
1000, 442, 27431
1000, 24, 27677
1000, 484, 27320
1000, 375, 27544
1000, 874, 25863
1000, 629, 27263
1000, 656, 27176
1000, 800, 26310
1000, 236, 27630
1000, 736, 26846
1000, 182, 27641
1000, 417, 27507
1000, 486, 27243
1000, 817, 25888
1000, 175, 27664
1000, 734, 26944
1000, 696, 306595
1000, 713, 306482
1000, 391, 307879
1000, 852, 306836
1000, 745, 306873
1000, 763, 306801
1000, 722, 26894
1000, 632, 27302
1000, 575, 307025
1000, 606, 27356
1000, 724, 27023
1000, 647, 27276
1000, 743, 27010
1000, 904, 25742
1000, 659, 27242
1000, 709, 26976
1000, 98, 27783
1000, 645, 306969
1000, 572, 27421
1000, 197, 27744
1000, 651, 27285
1000, 496, 307444
1000, 643, 27273
1000, 842, 26003
1000, 685, 27205
1000, 528, 27552
1000, 857, 26199
1000, 556, 27478
1000, 546, 307091
1000, 741, 27017
1000, 916, 25761
1000, 942, 25699
1000, 436, 27568
1000, 976, 306755
1000, 761, 26479
1000, 848, 26225
1000, 568, 27446
1000, 883, 26102
1000, 90, 27809
1000, 373, 27672
1000, 701, 306972
1000, 683, 27255
1000, 657, 27218
1000, 471, 27542
1000, 595, 307104
1000, 171, 308195
1000, 933, 25523
1000, 341, 27705
1000, 682, 27287
1000, 562, 27530
1000, 455, 307706
1000, 586, 27530
1000, 254, 27832
1000, 862, 26291
1000, 789, 26449
1000, 506, 307410
1000, 710, 27151
1000, 844, 26076
1000, 240, 27857
1000, 711, 27195
1000, 739, 27141
1000, 364, 27733
1000, 388, 27659
1000, 138, 27900
1000, 457, 307744
1000, 349, 27734
1000, 779, 27066
1000, 707, 27187
1000, 728, 307154
1000, 806, 307087
1000, 857, 307106
1000, 452, 27770
1000, 564, 27632
1000, 507, 27676
1000, 503, 27689
1000, 769, 26688
1000, 756, 26845
1000, 691, 27518
1000, 344, 27939
1000, 998, 25970
1000, 690, 27520
1000, 823, 26326
1000, 343, 27941
1000, 644, 27616
1000, 715, 27375
1000, 570, 27753
1000, 686, 27539
1000, 887, 26396
1000, 807, 307204
1000, 431, 27925
1000, 402, 27959
1000, 125, 308461
1000, 379, 27971
1000, 150, 308463
1000, 598, 27759
1000, 542, 307467
1000, 827, 26167
1000, 571, 307370
1000, 612, 27663
1000, 177, 308433
1000, 920, 26039
1000, 754, 26388
1000, 465, 307948
1000, 786, 26755
1000, 973, 26005
1000, 889, 307198
1000, 360, 28001
1000, 988, 26035
1000, 703, 307290
1000, 639, 307330
1000, 260, 308431
1000, 232, 308398
1000, 919, 307040
1000, 967, 25986
1000, 592, 27767
1000, 758, 307312
1000, 467, 307972
1000, 855, 307293
1000, 333, 308428
1000, 521, 307725
1000, 461, 27953
1000, 469, 27857
1000, 661, 27619
1000, 540, 27890
1000, 621, 27792
1000, 333, 28093
1000, 526, 27864
1000, 546, 27788
1000, 907, 26313
1000, 826, 26217
1000, 956, 26026
1000, 797, 26795
1000, 767, 27036
1000, 961, 26098
1000, 949, 26048
1000, 703, 27609
1000, 383, 27985
1000, 542, 27891
1000, 265, 28141
1000, 204, 28147
1000, 953, 26034
1000, 867, 26390
1000, 742, 26465
1000, 491, 27888
1000, 814, 26387
1000, 915, 26050
1000, 437, 27989
1000, 297, 28108
1000, 580, 27795
1000, 675, 27601
1000, 984, 26091
1000, 624, 27771
1000, 795, 26851
1000, 433, 28009
1000, 749, 27433
1000, 37, 308582
1000, 329, 28110
1000, 955, 26071
1000, 382, 28016
1000, 801, 307321
1000, 443, 27981
1000, 730, 307390
1000, 851, 26634
1000, 441, 28037
1000, 923, 307232
1000, 209, 28180
1000, 784, 26859
1000, 613, 27774
1000, 394, 28083
1000, 396, 28101
1000, 947, 26072
1000, 693, 27631
1000, 426, 28062
1000, 978, 307243
1000, 177, 28265
1000, 854, 26674
1000, 877, 26496
1000, 558, 307633
1000, 743, 307474
1000, 661, 307475
1000, 815, 307413
1000, 587, 307601
1000, 706, 307475
1000, 676, 307501
1000, 867, 307435
1000, 19, 308715
1000, 875, 307418
1000, 939, 26166
1000, 872, 307435
1000, 634, 307543
1000, 1000, 307282
1000, 948, 307167
1000, 461, 308173
1000, 614, 307589
1000, 902, 26617
1000, 554, 27887
1000, 48, 308724
1000, 372, 308419
1000, 456, 308173
1000, 342, 28177
1000, 583, 307588
1000, 171, 28312
1000, 573, 27984
1000, 593, 27977
1000, 673, 27747
1000, 328, 28247
1000, 802, 26532
1000, 959, 26184
1000, 153, 28303
1000, 658, 27815
1000, 358, 28253
1000, 923, 26227
1000, 437, 308225
1000, 932, 26007
1000, 631, 27900
1000, 913, 307413
1000, 929, 26414
1000, 762, 27045
1000, 957, 26192
1000, 771, 27194
1000, 619, 27957
1000, 451, 28067
1000, 907, 307347
1000, 403, 28193
1000, 1000, 26216
1000, 604, 28002
1000, 847, 307492
1000, 548, 27931
1000, 719, 27489
1000, 346, 28148
1000, 594, 27953
1000, 586, 307656
1000, 803, 26543
1000, 438, 308248
1000, 582, 28022
1000, 550, 28042
1000, 732, 27640
1000, 618, 27966
1000, 875, 26561
1000, 274, 28280
1000, 948, 26291
1000, 731, 27626
1000, 855, 26786
1000, 186, 28341
1000, 869, 26681
1000, 936, 26221
1000, 815, 26580
1000, 980, 26375
1000, 836, 26423
1000, 640, 27979
1000, 672, 27779
1000, 669, 27777
1000, 859, 26797
1000, 605, 27998
1000, 873, 26585
1000, 294, 28306
1000, 369, 28266
1000, 463, 28168
1000, 812, 26578
1000, 449, 28138
1000, 840, 26430
1000, 404, 28251
1000, 884, 26613
1000, 793, 26867
1000, 435, 28172
1000, 868, 26688
1000, 174, 28356
1000, 818, 26615
1000, 753, 26658
1000, 304, 28288
1000, 927, 26385
1000, 677, 27785
1000, 597, 28061
1000, 820, 26586
1000, 386, 28180
1000, 996, 26179
1000, 482, 27967
1000, 422, 28152
1000, 530, 28070
1000, 601, 28011
1000, 758, 27029
1000, 853, 26813
1000, 900, 26636
1000, 667, 27799
1000, 340, 28277
1000, 481, 27970
1000, 972, 26249
1000, 551, 28101
1000, 611, 27782
1000, 536, 28110
1000, 535, 28100
1000, 384, 28208
1000, 985, 26303
1000, 951, 26324
1000, 146, 28391
1000, 454, 28183
1000, 965, 26271
1000, 922, 26254
1000, 421, 28184
1000, 747, 26670
1000, 527, 28106
1000, 453, 28217
1000, 899, 26638
1000, 912, 26311
1000, 275, 28353
1000, 513, 27799
1000, 223, 28340
1000, 302, 28283
1000, 885, 26676
1000, 100, 28411
1000, 750, 26614
1000, 970, 26264
1000, 9, 28447
1000, 894, 26678
1000, 303, 28307
1000, 445, 28203
1000, 752, 26687
1000, 532, 28192
1000, 809, 26613
mounted, id, time
1000, 35, 134
1000, 18, 185
1000, 8, 220
1000, 5, 223
1000, 6, 267
1000, 28, 279
1000, 101, 242
1000, 106, 244
1000, 60, 328
1000, 112, 378
1000, 169, 617987
1000, 217, 393
1000, 225, 435
1000, 401, 239
1000, 50, 577
1000, 75, 566
1000, 300, 381
1000, 115, 561
1000, 90, 623
1000, 364, 364
1000, 155, 511
1000, 326, 455
1000, 119, 633
1000, 78, 615
1000, 194, 615
1000, 64, 714
1000, 341, 455
1000, 178, 648
1000, 362, 460
1000, 329, 482
1000, 211, 614
1000, 368, 509
1000, 220, 650
1000, 52, 828
1000, 182, 642
1000, 265, 590
1000, 316, 589
1000, 447, 460
1000, 200, 658
1000, 131, 763
1000, 363, 516
1000, 423, 505
1000, 212, 732
1000, 53, 819
1000, 304, 665
1000, 117, 841
1000, 407, 546
1000, 40, 882
1000, 133, 819
1000, 129, 826
1000, 95, 881
1000, 161, 766
1000, 162, 804
1000, 422, 582
1000, 49, 918
1000, 431, 605
1000, 448, 548
1000, 192, 755
1000, 383, 690
1000, 177, 896
1000, 432, 634
1000, 261, 888
1000, 397, 744
1000, 36, 1055
1000, 174, 919
1000, 284, 907
1000, 189, 947
1000, 543, 555
1000, 149, 1001
1000, 602, 524
1000, 499, 588
1000, 411, 770
1000, 595, 529
1000, 388, 801
1000, 276, 964
1000, 408, 779
1000, 594, 518
1000, 208, 948
1000, 138, 1021
1000, 541, 634
1000, 579, 561
1000, 443, 618199
1000, 218, 973
1000, 484, 708
1000, 490, 740
1000, 330, 825
1000, 610, 469
1000, 415, 835
1000, 479, 747
1000, 348, 926
1000, 403, 847
1000, 426, 843
1000, 648, 314
1000, 442, 846
1000, 601, 644
1000, 588, 681
1000, 530, 772
1000, 587, 736
1000, 360, 855
1000, 619, 565
1000, 235, 1090
1000, 538, 771
1000, 417, 907
1000, 344, 1001
1000, 536, 786
1000, 531, 791
1000, 566, 704
1000, 493, 837
1000, 572, 713
1000, 337, 959
1000, 459, 798
1000, 352, 911
1000, 651, 459
1000, 464, 860
1000, 373, 965
1000, 379, 1010
1000, 502, 841
1000, 620, 672
1000, 548, 846
1000, 176, 1212
1000, 472, 903
1000, 603, 871
1000, 622, 681
1000, 591, 783
1000, 232, 1248
1000, 550, 898
1000, 614, 723
1000, 278, 1174
1000, 222, 1249
1000, 496, 1000
1000, 349, 1130
1000, 642, 504
1000, 254, 1205
1000, 617, 761
1000, 444, 1062
1000, 660, 552
1000, 676, 569
1000, 663, 563
1000, 402, 1137
1000, 481, 1062
1000, 428, 1142
1000, 599, 983
1000, 545, 989
1000, 441, 1094
1000, 295, 1324
1000, 361, 1157
1000, 327, 1315
1000, 248, 1378
1000, 577, 1090
1000, 482, 1163
1000, 270, 1384
1000, 731, 486
1000, 210, 1405
1000, 736, 502
1000, 683, 683
1000, 684, 683
1000, 151, 1507
1000, 283, 1447
1000, 658, 785
1000, 369, 1348
1000, 841, 442
1000, 302, 1483
1000, 305, 1454
1000, 786, 528
1000, 463, 1261
1000, 777, 518
1000, 634, 889
1000, 772, 539
1000, 727, 630
1000, 752, 615
1000, 691, 783
