50, 190, 248.451238ms, bind
50, 191, 292.803434ms, bind
50, 192, 269.872244ms, bind
50, 193, 306.590337ms, bind
50, 194, 370.970807ms, bind
50, 195, 809.095007ms, bind
50, 196, 636.615337ms, bind
50, 197, 645.481652ms, bind
50, 198, 653.939412ms, bind
50, 199, 671.497244ms, bind
50, 200, 676.202377ms, bind
50, 201, 837.349809ms, bind
50, 202, 865.973849ms, bind
50, 203, 883.577229ms, bind
50, 204, 1.079879192s, bind
50, 205, 1.137203819s, bind
50, 206, 1.190394883s, bind
50, 207, 1.170213702s, bind
50, 208, 1.110821448s, bind
50, 209, 1.202328601s, bind
50, 210, 1.250048249s, bind
50, 211, 1.147634575s, bind
50, 212, 1.208946788s, bind
50, 213, 1.173195236s, bind
50, 214, 1.225916811s, bind
50, 215, 1.163998103s, bind
50, 216, 1.261079927s, bind
50, 217, 1.274620989s, bind
50, 218, 1.280130218s, bind
50, 219, 1.23872588s, bind
50, 220, 1.134846582s, bind
50, 221, 1.157677408s, bind
50, 222, 1.211532586s, bind
50, 223, 1.234470427s, bind
50, 224, 1.243903145s, bind
50, 225, 1.373113266s, bind
50, 226, 1.286329278s, bind
50, 227, 1.27057447s, bind
50, 228, 1.276515943s, bind
50, 229, 1.309890165s, bind
50, 230, 1.274733759s, bind
50, 231, 1.293955225s, bind
50, 232, 1.342669298s, bind
50, 233, 1.287531054s, bind
50, 234, 1.239616538s, bind
50, 235, 1.315575912s, bind
50, 236, 1.305509792s, bind
50, 237, 1.320472743s, bind
50, 238, 1.357374413s, bind
50, 239, 1.432102781s, bind
50, 240, 1.32197901s, bind
