75, 76, 317.428525ms
75, 77, 333.773517ms
75, 78, 295.671543ms
75, 79, 306.283435ms
75, 80, 296.933382ms
75, 81, 351.685341ms
75, 82, 678.236674ms
75, 83, 502.81732ms
75, 84, 502.640511ms
75, 85, 425.209514ms
75, 86, 990.22757ms
75, 87, 1.169371s
75, 88, 1.108990628s
75, 89, 1.00483193s
75, 90, 1.23721265s
75, 91, 1.347865993s
75, 92, 1.205970878s
75, 93, 1.423000283s
75, 94, 1.476596025s
75, 95, 1.488406894s
75, 96, 1.464378137s
75, 97, 1.475357505s
75, 98, 1.515572536s
75, 99, 1.543689106s
75, 100, 1.563662201s
75, 101, 1.476972176s
75, 102, 1.464837847s
75, 103, 1.546732995s
75, 104, 1.558684445s
75, 105, 1.523136213s
75, 106, 1.569787514s
75, 107, 1.554225765s
75, 108, 1.61428109s
75, 109, 1.577123396s
75, 110, 1.567054533s
75, 111, 1.529026844s
75, 112, 1.57391029s
75, 113, 1.571922224s
75, 114, 1.623736001s
75, 115, 1.551011644s
75, 116, 1.577250793s
75, 117, 1.61039835s
75, 118, 1.623831657s
75, 119, 1.630490881s
75, 120, 1.60693522s
75, 121, 1.557007701s
75, 122, 1.616056456s
75, 123, 1.604861431s
75, 124, 1.55407668s
75, 125, 1.709829638s
75, 126, 1.66418567s
75, 127, 1.697440978s
75, 128, 1.682915674s
75, 129, 1.665894793s
75, 130, 1.746819165s
75, 131, 1.703351367s
75, 132, 1.723144627s
75, 133, 2.074263985s
75, 134, 2.147107076s
75, 135, 2.2058739s
75, 136, 2.203334705s
75, 137, 2.172836275s
75, 138, 2.174497331s
75, 139, 2.192014338s
75, 140, 2.214116943s
75, 141, 2.106667837s
75, 142, 2.188594021s
75, 143, 2.218421119s
75, 144, 2.199091246s
75, 145, 2.254419258s
75, 146, 2.230836917s
75, 147, 2.262844631s
75, 148, 2.223336301s
75, 149, 2.291838057s
75, 150, 2.299940519s
